 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3
72,0.976,7687.469,7133,8189,0.976,6818.344,5477,7575,0.976,358.125,315,397
73,0.976,7804.250,7160,8299,0.976,6901.594,5473,7568,0.976,358.344,326,419
74,0.976,7747.188,6935,8267,0.976,6774.531,5492,7563,0.976,351.719,312,376
75,0.976,7918.250,7273,8404,0.976,6889.344,5601,7650,0.976,363.375,322,407
76,0.976,7842.156,7117,8362,0.976,6832.969,5638,7455,0.976,354.000,324,389
77,0.976,7800.031,7087,8295,0.976,6834.844,5540,7641,0.976,357.531,301,395
78,0.976,7885.219,7268,8322,0.976,6880.688,5423,7657,0.976,357.375,329,390
79,0.976,7890.312,7116,8465,0.976,6815.625,5538,7573,0.976,355.000,309,388
80,0.976,7953.281,7096,8405,0.976,6730.438,5483,7509,0.976,353.844,307,400
81,0.976,7916.438,7248,8333,0.976,6749.094,5444,7621,0.976,353.719,313,409
82,0.976,7891.094,7398,8444,0.976,6729.719,5486,7411,0.976,366.250,325,413
83,0.976,7894.594,7228,8344,0.976,6741.906,5401,7435,0.976,360.812,330,392
84,0.976,7940.500,7201,8590,0.976,6693.719,5456,7323,0.976,364.062,321,399
85,0.976,8056.406,7231,8768,0.976,6752.625,5373,7478,0.976,360.219,319,415
86,0.976,7996.281,7159,8650,0.976,6662.031,5216,7413,0.976,358.969,322,398
87,0.976,7965.719,7381,8455,0.976,6694.344,5409,7551,0.976,361.719,318,397
88,0.976,7980.656,7145,8408,0.976,6736.312,5340,7430,0.976,356.719,321,408
89,0.976,7953.469,7202,8565,0.976,6657.031,5285,7322,0.976,346.875,311,394
90,0.976,7954.125,7286,8393,0.976,6673.781,5481,7298,0.976,358.344,314,386
91,0.976,8003.812,7445,8368,0.976,6736.438,5187,7512,0.976,353.312,325,394
92,0.976,8011.062,7257,8561,0.976,6725.094,5215,7638,0.976,358.469,320,396
93,0.976,8041.375,7325,8584,0.976,6639.156,5212,7519,0.976,353.781,314,392
94,0.976,8019.000,7292,8483,0.976,6614.594,5193,7240,0.976,352.969,313,380
95,0.976,8008.812,7302,8434,0.976,6633.375,5248,7219,0.976,351.625,317,399
96,0.976,7974.250,7237,8335,0.976,6649.531,5372,7221,0.976,352.500,316,394
97,0.976,8012.312,7257,8486,0.976,6594.562,5265,7254,0.976,352.906,317,394
98,0.976,8000.094,7343,8440,0.976,6598.125,5251,7257,0.976,352.750,301,387
99,0.976,7941.875,7371,8508,0.976,6629.156,5478,7328,0.976,361.406,322,393
100,0.976,8221.906,7544,8866,0.976,6780.250,5422,7467,0.976,365.688,327,397
101,0.976,7983.312,7257,8533,0.976,6688.781,5350,7421,0.976,365.438,340,394
102,0.976,8035.562,7292,8730,0.976,6598.406,5305,7327,0.976,356.281,330,391
103,0.976,7966.750,7245,8551,0.976,6619.812,5332,7296,0.976,354.688,323,402
104,0.976,8012.250,7347,8692,0.976,6541.812,5297,7330,0.976,345.344,304,375
105,0.976,8071.188,7129,8579,0.976,6622.875,5250,7404,0.976,369.156,329,417
106,0.976,7993.500,7366,8624,0.976,6587.188,5239,7324,0.976,353.750,321,388
107,0.976,7977.719,7012,8415,0.976,6582.156,5203,7286,0.976,357.750,318,379
108,0.976,7969.125,7205,8511,0.976,6510.344,5165,7411,0.976,354.219,316,397
109,0.976,7917.031,7197,8395,0.976,6499.312,5195,7168,0.976,347.688,324,391
110,0.976,7959.250,7185,8491,0.976,6524.750,5201,7293,0.976,348.625,314,397
111,0.976,7885.938,7075,8391,0.976,6541.312,5275,7354,0.976,351.094,318,382
112,0.976,7896.781,7126,8487,0.976,6595.594,5177,7187,0.976,358.438,332,393
113,0.976,7892.781,7111,8479,0.976,6544.844,5137,7234,0.976,349.531,312,387
114,0.976,7906.125,7112,8436,0.976,6512.062,5147,7254,0.976,354.812,311,387
115,0.976,7905.562,6982,8450,0.976,6483.219,5138,7237,0.976,347.438,304,385
116,0.976,8171.688,7414,8670,0.976,6548.469,5299,7285,0.976,357.719,327,388
117,0.976,8022.062,7306,8588,0.976,6550.000,5376,7147,0.976,358.812,322,391
118,0.976,8010.938,7178,8759,0.976,6427.250,5017,7157,0.976,364.594,321,404
119,0.976,7988.438,7165,8615,0.976,6435.469,5151,7178,0.976,349.812,322,384
120,0.976,8016.344,7273,8501,0.976,6430.531,5146,7134,0.976,351.906,294,396
121,0.976,7932.625,7130,8516,0.976,6424.594,5230,7177,0.976,356.438,325,402
122,0.976,8167.938,7315,8687,0.976,6609.469,5447,7403,0.976,353.719,322,389
123,0.976,8050.188,7301,8631,0.976,6486.219,5195,7210,0.976,357.969,326,406
124,0.976,8152.562,7417,8725,0.976,6530.312,5139,7290,0.976,361.812,309,408
125,0.976,8017.188,7204,8480,0.976,6421.906,5019,7118,0.976,349.000,321,373
126,0.976,7974.562,7247,8619,0.976,6500.969,5119,7181,0.976,349.969,323,378
127,0.976,8050.531,7361,8594,0.976,6434.156,5146,7022,0.976,350.344,315,380
128,0.976,8076.750,7366,8780,0.976,6552.844,5189,7294,0.976,350.281,299,392
129,0.976,8015.750,7352,8493,0.976,6437.625,5188,7082,0.976,351.406,327,383
130,0.976,8016.406,7119,8489,0.976,6386.312,5187,7133,0.976,355.000,311,407
131,0.976,8091.688,7379,8636,0.976,6393.094,5095,6924,0.976,352.719,304,415
132,0.976,8006.000,7165,8700,0.976,6449.188,5053,7088,0.976,346.094,305,386
133,0.976,8114.312,7292,8712,0.976,6332.281,5068,7064,0.976,350.281,316,405
134,0.976,8008.781,7159,8440,0.976,6317.812,5270,7058,0.976,351.531,311,393
135,0.976,8009.375,7154,8587,0.976,6354.438,5084,6999,0.976,353.719,322,404
136,0.976,8023.438,7207,8533,0.976,6310.875,4883,7082,0.976,357.375,311,417
137,0.976,8105.562,7372,8659,0.976,6336.562,5098,7059,0.976,357.906,311,393
138,0.976,8051.156,7225,8604,0.976,6408.719,5122,7273,0.976,359.562,322,406
139,0.976,7993.594,7221,8542,0.976,6372.812,5173,6943,0.976,355.531,320,405
140,0.976,7898.750,7095,8445,0.976,6395.469,5062,7077,0.976,356.625,326,403
141,0.976,7913.719,7226,8544,0.976,6339.156,5148,7071,0.976,355.219,320,397
142,0.976,7850.906,7180,8384,0.976,6319.219,5023,7142,0.976,358.938,318,399
143,0.976,7824.125,7204,8296,0.976,6292.938,4973,7099,0.976,360.906,312,416
144,0.976,7817.969,7026,8381,0.976,6296.000,4980,7003,0.976,360.594,324,407
145,0.976,7871.906,7074,8311,0.976,6309.906,4997,6891,0.976,354.938,323,397
146,0.976,7917.562,7111,8383,0.976,6305.375,4950,7013,0.976,353.969,333,378
147,0.976,7866.375,7240,8334,0.976,6324.219,5014,7088,0.976,353.188,314,389
148,0.976,7894.281,7077,8484,0.976,6314.062,4867,6988,0.976,347.219,288,378
149,0.976,7850.781,7072,8430,0.976,6277.719,5045,6958,0.976,347.344,318,380
150,0.976,7790.938,6925,8421,0.976,6345.656,5170,6985,0.976,357.156,304,414
151,0.976,7778.375,7087,8258,0.976,6359.875,5083,7056,0.976,353.438,308,394
152,0.976,7694.250,6972,8139,0.976,6281.031,4972,6902,0.976,349.438,315,397
153,0.976,7784.406,7056,8210,0.976,6236.594,4955,6958,0.976,353.594,324,381
154,0.976,7838.906,7061,8312,0.976,6196.281,4783,6889,0.976,353.531,312,392
155,0.976,7788.500,7007,8231,0.976,6244.812,5003,6866,0.976,344.625,307,381
156,0.976,7994.969,7207,8589,0.976,6389.844,5117,7064,0.976,369.250,334,400
157,0.976,7926.375,7258,8386,0.976,6282.344,4973,6979,0.976,367.812,336,404
158,0.976,7819.219,6993,8323,0.976,6242.812,5005,6837,0.976,356.625,319,410
159,0.976,7754.875,7158,8203,0.976,6278.812,5125,6974,0.976,356.312,309,391
160,0.976,7770.156,7022,8414,0.976,6214.969,5022,6857,0.976,357.875,301,410
161,0.976,7736.375,7199,8225,0.976,6203.781,4911,6857,0.976,355.156,320,395
162,0.976,7822.719,7036,8325,0.976,6222.938,5027,6927,0.976,353.594,320,385
163,0.976,7906.719,7152,8335,0.976,6328.031,5107,7058,0.976,364.219,323,411
164,0.976,7822.625,7080,8296,0.976,6239.312,5152,6926,0.976,360.375,327,393
165,0.976,7863.969,7048,8456,0.976,6247.281,4864,6937,0.976,367.750,343,415
166,0.976,7697.312,6974,8214,0.976,6131.688,4935,6895,0.976,367.656,334,403
167,0.976,7694.031,6990,8264,0.976,6161.062,4970,6787,0.976,351.688,318,396
168,0.976,7705.500,7036,8173,0.976,6146.062,4949,6835,0.976,353.625,322,388
169,0.976,7679.375,6918,8242,0.976,6137.531,4909,6824,0.976,352.281,302,394
170,0.976,7812.812,6894,8324,0.976,6148.344,4985,6805,0.976,347.250,301,383
171,0.976,7684.406,6882,8125,0.976,6097.906,4867,6721,0.976,348.344,311,385
172,0.976,7643.438,6885,8111,0.976,6084.656,4988,6713,0.976,350.594,292,398
173,0.976,7671.375,6932,8120,0.976,6110.812,4932,6917,0.976,358.312,313,404
174,0.976,7647.125,6962,8176,0.976,6055.719,4869,6698,0.976,352.969,325,388
175,0.976,7589.688,6872,8071,0.976,6025.562,4822,6595,0.976,346.594,316,379
176,0.976,7533.938,6792,7995,0.976,6033.156,4856,6628,0.976,356.812,311,393
177,0.976,7676.219,6987,8292,0.976,6096.750,4798,6788,0.976,355.906,314,409
