 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3
103,1.585,541.519,358,913,1.585,4626.346,4408,4804,1.585,192.269,167,234
104,1.585,544.308,374,900,1.585,4611.289,4380,4805,1.585,190.981,162,238
105,1.585,543.827,371,948,1.585,4600.135,4442,4814,1.585,195.096,169,225
106,1.585,551.923,378,977,1.585,4720.904,4472,4876,1.585,197.365,170,241
107,1.585,558.288,387,935,1.585,4764.711,4551,4947,1.585,197.500,173,241
108,1.585,553.327,367,958,1.585,4678.019,4399,4878,1.585,195.635,171,235
109,1.585,556.731,392,998,1.585,4643.981,4369,4895,1.585,195.923,171,237
110,1.585,560.077,382,939,1.585,4613.558,4382,4835,1.585,195.596,169,246
111,1.585,560.154,374,930,1.585,4633.250,4373,4772,1.585,196.615,162,247
112,1.585,552.346,367,950,1.585,4626.365,4432,4815,1.585,196.654,170,257
113,1.585,559.000,355,954,1.585,4669.250,4486,4851,1.585,194.692,162,247
114,1.585,568.346,395,932,1.585,4615.135,4409,4857,1.585,199.577,168,234
115,1.585,561.865,393,949,1.585,4600.961,4457,4794,1.585,196.308,164,237
116,1.585,556.827,379,945,1.585,4608.750,4417,4763,1.585,192.115,164,256
117,1.585,562.923,404,934,1.585,4589.000,4353,4774,1.585,192.250,161,220
118,1.585,569.635,409,960,1.585,4650.865,4418,4819,1.585,198.558,163,231
119,1.585,564.923,380,946,1.585,4629.750,4363,4817,1.585,197.288,162,252
120,1.585,565.615,384,926,1.585,4663.615,4510,4923,1.585,194.115,166,244
121,1.585,569.212,380,981,1.585,4611.654,4405,4779,1.585,196.192,172,237
122,1.585,566.442,375,932,1.585,4600.539,4385,4797,1.585,195.731,172,244
123,1.585,568.481,390,935,1.585,4597.904,4371,4744,1.585,197.808,167,243
124,1.585,563.885,384,898,1.585,4571.250,4374,4792,1.585,195.981,166,242
125,1.585,594.942,410,977,1.585,4780.231,4627,4988,1.585,199.788,163,239
126,1.585,574.750,409,985,1.585,4651.404,4428,4849,1.585,198.000,164,241
127,1.585,589.000,390,962,1.585,4658.308,4417,4835,1.585,194.827,165,227
128,1.585,584.500,403,1008,1.585,4710.615,4465,4858,1.585,197.019,163,224
129,1.585,603.058,414,1000,1.585,4826.058,4651,4993,1.585,199.942,174,242
130,1.585,591.558,395,1009,1.585,4749.558,4510,5041,1.585,198.212,165,244
131,1.585,589.885,385,990,1.585,4777.865,4590,4989,1.585,197.846,171,248
132,1.585,596.000,419,1029,1.585,4782.154,4592,4984,1.585,196.731,169,248
133,1.585,581.481,399,995,1.585,4656.039,4389,4855,1.585,194.865,162,233
134,1.585,583.923,394,948,1.585,4702.423,4445,4911,1.585,195.846,168,236
135,1.585,576.981,381,929,1.585,4672.154,4413,4833,1.585,190.923,165,227
136,1.585,581.346,365,986,1.585,4607.115,4419,4866,1.585,196.846,169,241
